summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or,house_number,street_name,date_first_observed,law_section,sub_division,days_parking_in_effect,vehicle_color,vehicle_year,feet_from_curb,violation_post_code,violation_description,intersecting_street,from_hours_in_effect,to_hours_in_effect,unregistered_vehicle,meter_number,violation_legal_code,time_first_observed
9064307829,KET7022,NY,PAS,2023-07-15T00:00:00.000,38,SUBN,HONDA,T,24240,0,0,20240923,109,109,109,367327,T401,U,1047A,Q,I,E,164th St,0,408,H1,YYYYYY,GY,2016,0,,38-Failure to Dsplay Meter Rec,25ft N/of Northern B,0800A,0700P,,433215,,
4852087866,H34LVB,NJ,PAS,2023-07-16T00:00:00.000,36,UT,SUBAR,V,0,0,0,0,,0,0,0,,,0130A,BK,,,SB MARCUS GARVEY BLV,0,1180,B,,,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,D @ PARK AVE,,,,,T,
9066201204,KZB2687,NY,PAS,2023-07-17T00:00:00.000,16,SUBN,TESLA,T,9230,5010,5130,20240917,72,72,72,361373,T302,S,0323P,K,F,140A,53rd St,0,408,K2,YYYYYYY,GY,2022,0,,16A-No Std (Com Veh) Non-COM,,0600A,1000P,,,,
9067015040,KJG2436,NY,PAS,2023-07-15T00:00:00.000,38,SUBN,CHRYS,T,40620,52220,61220,20250113,49,49,49,373115,T201,Q,1223P,BX,F,1809,Hone Ave,0,408,H1,YYYYYY,BL,2009,0,11,38-Failure to Dsplay Meter Rec,,0900A,0700P,,208306,,
9064639097,KJC7106,NY,PAS,2023-07-17T00:00:00.000,38,SUBN,MAZDA,T,13430,64330,5280,20241203,84,84,84,373761,T301,O,0149P,K,F,493,Atlantic Ave,0,408,H1,YYYYYY,BK,2017,0,5,38-Failure to Dsplay Meter Rec,,0900A,0700P,,309355,,
4853296918,KHG7105,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0602P,QN,,,NB FRANCIS LEWIS BLV,0,1180,B,,GY,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,D @ 128TH AVE,,,,,T,
9065948752,HAY5919,NY,PAS,2023-07-19T00:00:00.000,16,SUBN,JEEP,T,31190,36710,36730,20230828,30,30,30,370736,T103,L,0118P,NY,F,752,St Nicholas Ave,0,408,K2,YYYYY,GY,2023,0,,16A-No Std (Com Veh) Non-COM,,0700A,0700P,,,,
2012924086,JNB5310,NY,PAS,2023-07-06T00:00:00.000,21,4DSD,HONDA,S,56020,12550,18990,20231025,50,50,0,606990,BX08,,1233P,Bronx,O,3880,ORLOFF AVENUE,0,408,d1,Y,GY,2019,0,,No Parking Street Cleaning,,1130A,0100P,,,,00000
4848311846,H19689,NY,PAS,2023-06-27T00:00:00.000,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0426P,BK,,,SB E 80TH ST @ PAERD,0,1180,B,,BK,2005,0,,PHTO SCHOOL ZN SPEED VIOLATION,EGAT 3RD ST,,,,,T,
4852584722,LAM7046,NY,PAS,2023-07-18T00:00:00.000,36,SUBN,BMW,V,0,35710,0,0,,0,0,0,,,1214P,MN,,,SB CENTRAL PARK W @,0,1180,B,,BK,2018,0,,PHTO SCHOOL ZN SPEED VIOLATION,W 97TH ST,,,,,T,
9062843876,KYA5464,NY,PAS,2023-07-18T00:00:00.000,38,SUBN,TOYOT,T,7530,0,0,20240717,62,62,62,367904,T302,I,0216P,K,I,W,24th Ave,0,408,H1,YYYYYY,BK,2015,0,6,38-Failure to Dsplay Meter Rec,70ft N/of 86th St,0930A,0700P,,310523,,
9066522847,KBYN62,FL,PAS,2023-07-14T00:00:00.000,21,4DSD,TOYOT,T,37230,11710,12010,20200688,33,33,33,346020,T103,A,0957A,NY,F,502,W 173rd St,0,408,D1,Y,GREY,0,0,,21-No Parking (street clean),,0930A,1100A,,,,
9065325372,HJL2322,NY,PAS,2023-07-05T00:00:00.000,71,SUBN,SUBAR,T,37710,30190,23290,20240711,34,34,34,368922,T103,M,0234P,NY,F,579,W 215th St,0,408,J6,YYYYYYY,GY,2016,0,,71A-Insp Sticker Expired (NYS),,,,,,,
9064379877,KEZ9009,NY,PAS,2023-07-21T00:00:00.000,21,2DSD,SMART,T,35470,14510,15710,20240923,20,20,20,373194,T103,G,0838A,NY,F,52,W 85th St,0,408,D1,Y  Y,BL,2017,0,39,21-No Parking (street clean),,0830A,1000A,,,,
4848357524,KHU4908,NY,PAS,2023-06-28T00:00:00.000,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0508P,MN,,,NB WEST ST @ LEROY S,0,1180,B,,BK,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,T,,,,,T,
9064016380,KSA9420,PA,PAS,2023-07-15T00:00:00.000,38,4DSD,NISSA,T,12520,13610,15350,88888888,1,1,1,376923,T105,F,0254P,NY,F,15,Barclay St,0,408,H1,Y,RED,0,0,25,38-Failure to Dsplay Meter Rec,,0900A,0700P,,100520,,
4853447428,LCW9075,NY,PAS,2023-07-20T00:00:00.000,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0735P,BK,,,EB 60TH ST @ 21ST AV,0,1180,B,,WH,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,E,,,,,T,
4851713459,GLS7120,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,VOLKS,V,0,0,0,0,,0,0,0,,,0733P,BK,,,NB ROGERS AVE @ FOST,0,1180,B,,BK,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,ER AVE,,,,,T,
4852713431,KGE2829,NY,PAS,2023-07-16T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1113A,QN,,,WB HORACE HARDING EX,0,1180,B,,GY,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,PWY @ 250TH ST,,,,,T,
9066510171,JLB8860,NY,PAS,2023-07-14T00:00:00.000,21,4DSD,TOYOT,T,15010,0,0,20240120,7,7,7,374657,T105,E,1118A,NY,I,S,Cherry St,0,408,D1,Y  Y,BK,2016,0,25,21-No Parking (street clean),60ft E/of Montgomery,1100A,1230A,,,,
8970903914,KLA4934,NY,PAS,2023-06-28T00:00:00.000,14,SUBN,ACURA,T,29690,0,0,20230530,33,33,33,343265,T720,B,0822A,NY,I,W,Riverside Dr,0,408,C,YYYYY,GREY,2012,0,,14-No Standing,60ft S/of W 165th St,0700A,1000A,,,,
4851976586,JBX1540,NY,PAS,2023-07-13T00:00:00.000,36,SEDN,ACURA,V,0,0,0,0,,0,0,0,,,0952A,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,RD,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4851990194,GNB8816,NY,PAS,2023-07-14T00:00:00.000,36,4DSD,MAZDA,V,0,0,0,0,,0,0,0,,,1141A,BK,,,NB CONEY ISLAND AVE,0,1180,B,,TN,2007,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ GRAVESEND NECK RD,,,,,T,
4852548171,KYR8278,NY,PAS,2023-07-18T00:00:00.000,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,1256A,QN,,,NB BELL BLVD @ 33RD,0,1180,B,,BK,2011,0,,PHTO SCHOOL ZN SPEED VIOLATION,RD,,,,,T,
9064805155,GSL6491,NY,PAS,2023-07-05T00:00:00.000,31,4DSD,LEXUS,T,14410,0,0,20240714,1,1,1,363518,T105,J,1256P,NY,I,S,Cedar St,0,408,L3,YYYYY,WH,2022,0,45,31-No Stand (Com. Mtr. Zone),40ft E/of William St,0800A,0600P,,,,
4852758104,KDD1126,NY,PAS,2023-07-17T00:00:00.000,36,2DSD,OLDSM,V,0,0,0,0,,0,0,0,,,0627A,QN,,,SB 111TH ST @ 91ST A,0,1180,B,,GY,1986,0,,PHTO SCHOOL ZN SPEED VIOLATION,VE,,,,,T,
8929398431,KEP1062,NY,PAS,2023-07-23T00:00:00.000,71,SUBN,KIA,T,34890,0,0,20240806,18,18,18,365796,T106,L,0734A,NY,I,S,W 56th St,0,408,J6,YYYYYYY,BK,2021,0,3,71A-Insp Sticker Expired (NYS),35ft W/of 6th Ave,,,,,,
4848480413,KXC1214,NY,PAS,2023-06-26T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0709A,BX,,,NB LOUIS NINE BLVD @,0,1180,B,,WH,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,E 170TH ST,,,,,T,
5128719583,LAH8505,NY,PAS,2023-07-13T00:00:00.000,7,VAN,FORD,V,0,0,0,0,,0,0,0,,,1028A,QN,,,ASTORIA BLVD S (E/B),0,1111,D,,WH,2010,0,,FAILURE TO STOP AT RED LIGHT,@ 77TH ST,,,,,T,
4852199899,KYS7763,NY,PAS,2023-07-13T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0331P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,BL,2002,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4848660002,KLV7396,NY,PAS,2023-06-29T00:00:00.000,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0213P,QN,,,EB HILLSIDE AV. 235,0,1180,B,,WH,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,CT - 242 ST,,,,,T,
9057068941,LCM6643,NY,PAS,2023-06-28T00:00:00.000,40,SUBN,HONDA,T,37620,20290,13113,20230715,34,34,34,361307,T103,D,1001A,NY,O,600,W 196th St,0,408,E2,YYYYYYY,WHITE,2023,0,,40-Fire Hydrant,,,,,,,
4852295670,K33MUE,NJ,PAS,2023-07-15T00:00:00.000,36,UT,TOYOT,V,0,0,0,0,,0,0,0,,,0711P,QN,,,NB SPRINGFIELD BLVD,0,1180,B,,,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ 67TH AVE,,,,,T,
4852842632,H91KNM,NJ,PAS,2023-07-18T00:00:00.000,36,UT,CHEVR,V,0,0,0,0,,0,0,0,,,0807P,BK,,,SB 17TH AVE @ 46TH S,0,1180,B,,,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,T,,,,,T,
5128749940,GXB6867,NY,PAS,2023-07-08T00:00:00.000,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1236P,QN,,,EB GRAND CENTRAL PKW,0,1111,D,,WH,2016,0,,FAILURE TO STOP AT RED LIGHT,Y SVC RD @ 72ND RD,,,,,T,
4852918235,HRE6657,NY,PAS,2023-07-19T00:00:00.000,36,SEDN,TOYOT,V,0,0,0,0,,0,0,0,,,0714P,QN,,,EB QUEENS BLVD @ 71S,0,1180,B,,GY,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,T RD,,,,,T,
5128808762,KRT909,MN,PAS,2023-07-11T00:00:00.000,7,SPOR,TOYOT,V,0,0,0,0,,0,0,0,,,1024A,MN,,,2ND AVE (S/B) @ E HO,0,1111,D,,Gray,2023,0,,FAILURE TO STOP AT RED LIGHT,USTON ST,,,,,T,
4849537613,GYC4514,NY,PAS,2023-07-05T00:00:00.000,36,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0724A,BK,,,SB FLATBUSH AVE @ E,0,1180,B,,GY,2011,0,,PHTO SCHOOL ZN SPEED VIOLATION,36TH ST,,,,,T,
4848358693,HLR9978,NY,PAS,2023-06-28T00:00:00.000,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0537P,BK,,,WB N. CONDUIT BLVD @,0,1180,B,,GY,2014,0,,PHTO SCHOOL ZN SPEED VIOLATION,76TH ST,,,,,T,
4854037350,HDZ4891,NY,PAS,2023-07-26T00:00:00.000,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1105A,QN,,,EB HILLSIDE AVE @ KE,0,1180,B,,WH,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,W GARDENS RD,,,,,T,
9065976334,HGA2666,OH,PAS,2023-07-14T00:00:00.000,21,4DSD,CHEVR,T,74480,0,0,88888888,46,46,46,373136,T201,W,1136A,BX,I,S,W 176th St,0,408,D1,Y  Y,RED,0,0,6,21-No Parking (street clean),5ft W/of University,1130A,0100P,,,,
4853862006,KVC6868,NY,PAS,2023-07-22T00:00:00.000,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,1243A,BK,,,WB EASTERN PKWY @ RA,0,1180,B,,GY,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,LPH AVE,,,,,T,
1487497192,JLH8595,NY,PAS,2023-07-08T00:00:00.000,14,SUBN,ACURA,K,0,12025,0,20230906,45,45,2,160668,0002,0000,0547P,BX,F,10,HUTCHINSON RIVER PKW,0,408,C,BBBBBBB,WH,2019,0,,,FERRY POINT PARK,ALL,ALL,0,-,,
4031085424,KTH6397,NY,PAS,2023-07-08T00:00:00.000,5,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0943A,QN,,,EB JAMAICA AVE @ MER,0,1111,C,,BL,2022,0,,BUS LANE VIOLATION,RICK BLVD,,,,,T,
9062257288,K059867,TX,PAS,2023-07-03T00:00:00.000,69,DELV,FRUEH,T,17930,0,0,88888888,17,17,17,370872,T106,P,0318P,NY,I,N,E 47th St,0,408,H1,YYYYY,WHITE,0,0,16,69-Fail to Dsp Prking Mtr Rcpt,75ft W/of Lexington,0700A,0600P,,102824,,
4848640544,KBP8770,NY,PAS,2023-06-28T00:00:00.000,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,1002A,QN,,,SB GRAND CENTRAL PKW,0,1180,B,,GY,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,Y @ JEWEL AVE,,,,,T,
9061339376,LBX9765,NY,PAS,2023-07-20T00:00:00.000,71,SUBN,NISSA,T,13240,40404,40404,20250503,112,112,112,368916,T402,C,0855A,Q,O,94-01,64th Ave,0,408,J6,YYYYYYY,BK,2012,0,8,71A-Insp Sticker Expired (NYS),,,,,,,
4852404872,HCP9593,NY,PAS,2023-07-17T00:00:00.000,36,PICK,TOYOT,V,0,0,0,0,,0,0,0,,,1236P,QN,,,EB 58TH AVE @ 196TH,0,1180,B,,GY,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,ST,,,,,T,
4851647645,KFN1279,NC,PAS,2023-07-10T00:00:00.000,36,4S,ME/BE,V,0,0,0,0,,0,0,0,,,0128P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,,2015,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
9057365662,LAD4419,NC,PAS,2023-07-20T00:00:00.000,21,4DSD,NISSA,T,72220,50020,78485,88888888,43,43,43,366446,T201,G,0740A,BX,O,1370,Virginia Ave,0,408,D1,Y  Y,WHITE,0,0,43,21-No Parking (street clean),,0730A,0800A,,,,
4851906523,HKM2924,NY,PAS,2023-07-15T00:00:00.000,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0723A,BK,,,SB BOERUM PL @ SCHER,0,1180,B,,BR,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,MERHORN ST,,,,,T,
9061964945,GYH3465,NY,PAS,2023-07-18T00:00:00.000,71,SUBN,MITSU,T,18490,10110,10010,20230930,19,19,19,352009,T103,E,0950A,NY,O,327,E 75th St,0,408,J6,YYYYYYY,GY,2015,0,46,71A-Insp Sticker Expired (NYS),,,,,,,
4848381551,KTK4380,NY,PAS,2023-06-24T00:00:00.000,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0303P,ST,,,SB MANOR RD @ BRIELL,0,1180,B,,BK,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,E AVE,,,,,T,
4848503322,KMK7085,NY,PAS,2023-06-26T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0456P,QN,,,WB ASTORIA BLVD @ 95,0,1180,B,,GR,2023,0,,PHTO SCHOOL ZN SPEED VIOLATION,TH ST,,,,,T,
9061197557,HVZ9953,NY,PAS,2023-07-05T00:00:00.000,31,SUBN,ROVER,T,10210,18630,18650,20231123,19,19,19,358184,T103,Q,0339P,NY,F,1454,3rd Ave,0,408,L3,YYYYY,BK,2023,0,1,31-No Stand (Com. Mtr. Zone),,0700A,0700P,,,,
9064287569,KFP4465,NY,PAS,2023-07-14T00:00:00.000,21,4DSD,TOYOT,T,5230,77730,51030,20241118,76,76,76,373720,T302,F,1152A,K,F,10,2nd St,0,408,D1,Y,GY,2014,0,55,21-No Parking (street clean),,1130A,0100P,,,,
9068000470,KPZ1761,NY,PAS,2023-07-17T00:00:00.000,40,SUBN,HONDA,T,17340,40404,40404,20230629,106,106,106,355156,T402,N,0922A,Q,O,148-01,85th St,0,408,E2,YYYYYYY,WH,2021,0,,40-Fire Hydrant,,,,,,,
9067100134,GAU7531,NY,PAS,2023-07-20T00:00:00.000,71,SUBN,FORD,T,0,0,0,20230714,123,123,123,353427,T303,M,0902A,R,I,E,Woodrow Rd,0,408,J6,YYYYYYY,BK,2020,0,,71A-Insp Sticker Expired (NYS),30ft S/of Chatham St,,,,,,
4849498589,GAX4940,NY,PAS,2023-07-04T00:00:00.000,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0654P,BK,,,EB ATLANTIC AVE @ ES,0,1180,B,,WH,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,SEX ST,,,,,T,
4852625074,J77SFT,NJ,PAS,2023-07-18T00:00:00.000,36,SPOR,JEEP,V,0,0,0,0,,0,0,0,,,0724P,ST,,,SB RICHMOND RD @ VEN,0,1180,B,,,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,ICE AVE,,,,,T,
4031129725,KNV8892,NY,PAS,2023-07-11T00:00:00.000,5,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0355P,BK,,,NB ROGERS AVE @ ERAS,0,1111,C,,BK,2018,0,,BUS LANE VIOLATION,MUS ST,,,,,T,
4852043577,KUR6050,NY,PAS,2023-07-15T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0219P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,GY,2019,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
4852672660,GUD7998,NY,PAS,2023-07-19T00:00:00.000,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1213P,QN,,,EB HORACE HARDING EX,0,1180,B,,GY,2012,0,,PHTO SCHOOL ZN SPEED VIOLATION,PRESSWAY @ PECK AVE,,,,,T,
4852372779,KHV8638,NY,PAS,2023-07-17T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0229A,QN,,,NB RUST ST @ 58TH AV,0,1180,B,,GY,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,E,,,,,T,
9068311153,KRH4249,NY,PAS,2023-07-17T00:00:00.000,21,SUBN,HONDA,T,29530,23930,40030,20231129,83,83,83,347663,T301,D,0945A,K,F,69,Cornelia St,0,408,D1,Y  Y,GY,2013,0,,21-No Parking (street clean),,0900A,1030A,,,,
9067753415,KYD7904,NY,PAS,2023-07-21T00:00:00.000,40,4DSD,NISSA,T,22890,51090,18290,20240701,104,104,104,362630,T402,L,0545A,Q,F,90-10,144th Pl,0,408,E2,YYYYYYY,GL,2006,5,,40-Fire Hydrant,,,,,,,
1496671715,KTC1699,NY,PAS,2023-06-20T00:00:00.000,14,SDN,ME/BE,P,24490,51090,18540,20241106,103,103,103,936255,0103,0000,0509P,Q,F,92-33,168 ST,0,408,C,BBBBBBB,RD,2014,0,,,,ALL,ALL,0,-,,
4853241978,KYL6947,NY,PAS,2023-07-22T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0823A,BX,,,NB UNIONPORT RD @ GU,0,1180,B,,BK,2013,0,,PHTO SCHOOL ZN SPEED VIOLATION,ERLAIN ST,,,,,T,
4848659292,LAZ4481,NY,PAS,2023-06-29T00:00:00.000,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0916A,QN,,,EB HILLSIDE AV. 235,0,1180,B,,GY,2014,0,,PHTO SCHOOL ZN SPEED VIOLATION,CT - 242 ST,,,,,T,
9068686215,KTX9281,NY,PAS,2023-07-23T00:00:00.000,20,SUBN,FORD,T,68530,53987,10025,20240211,61,61,61,367365,T302,P,0247P,K,F,1315,Oriental Blvd,0,408,D,YYYYYYY,GY,2018,0,41,20A-No Parking (Non-COM),,,,,,,
4031162601,LCK6371,NY,PAS,2023-07-13T00:00:00.000,5,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0518P,BK,,,NB UTICA AVE @ LENOX,0,1111,C,,WH,2019,0,,BUS LANE VIOLATION,RD,,,,,T,
4852881029,HNU1157,NY,PAS,2023-07-19T00:00:00.000,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,1216P,QN,,,NB MAIN ST @ REEVES,0,1180,B,,WH,2016,0,,PHTO SCHOOL ZN SPEED VIOLATION,AVE,,,,,T,
4852529796,KJF3720,NY,PAS,2023-07-17T00:00:00.000,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,1207P,QN,,,WB N CONDUIT AVE @ 8,0,1180,B,,BL,1999,0,,PHTO SCHOOL ZN SPEED VIOLATION,8TH ST,,,,,T,
8930028652,KEJ5732,NY,PAS,2023-07-20T00:00:00.000,38,4DSD,TOYOT,T,11010,34750,34770,20240909,18,18,18,373110,T106,N,0238P,NY,F,724,10th Ave,0,408,H1,YYYYY,YW,2014,0,53,38-Failure to Dsplay Meter Rec,,1000A,0400P,,104277,,
2013043399,LAM3452,NY,PAS,2023-07-24T00:00:00.000,21,SUBN,FORD,S,91530,64230,60330,20250313,60,60,0,0,KS13,,1009A,Kings,F,2850,WEST 23 STREET,0,408,d1,Y  Y,GR,2023,0,,No Parking Street Cleaning,,0900A,1030A,,,,00000
9067036602,JLV3882,NY,PAS,2023-07-14T00:00:00.000,14,SUBN,HONDA,T,83630,53990,91230,20231006,60,60,60,364925,T302,J,0216P,K,O,1515,Surf Ave,0,408,C,YYYYYYY,BL,2007,0,,14-No Standing,,,,,,,
9068312078,JCK6758,NY,PAS,2023-07-18T00:00:00.000,33,SUBN,HONDA,T,83430,73110,50930,20240819,81,81,81,347663,T301,D,0937A,K,F,110,Sumpter St,0,408,O3,YYYYYYY,GY,2019,0,,33-Misuse Parking Permit,,,,,,,
9061149952,JGR6502,NY,PAS,2023-07-17T00:00:00.000,31,SUBN,TOYOT,T,34670,10410,10510,20250307,14,14,14,365882,T106,J,1215P,NY,F,49,W 45th St,0,408,L3,YYYYY,BL,2008,0,1,31-No Stand (Com. Mtr. Zone),,0700A,0600P,,,,
8970238529,KKS2223,NY,PAS,2023-07-20T00:00:00.000,70,SUBN,LEXUS,T,76650,8820,47020,88888888,52,52,52,345264,T720,A,1015A,BX,O,140,W Fordham Rd,0,408,J3,YYYYYYY,WHITE,0,0,,70-Reg. Sticker Missing (NYS),,,,,,,
9055174701,HPU8739,NY,PAS,2023-06-30T00:00:00.000,70,SUBN,TOYOT,T,20940,0,0,20230619,106,106,106,356353,T402,O,1113A,Q,I,W,116th St,0,408,J3,YYYYYYY,WH,2006,0,40,70A-Reg. Sticker Expired (NYS),40ft N/of N Conduit,,,,,,
4848152720,HWZ7350,NY,PAS,2023-06-23T00:00:00.000,36,SUBN,HYUND,V,0,0,0,0,,0,0,0,,,0551P,BX,,,EB BRUCKNER BLVD @ W,0,1180,B,,RD,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,HITE PLAINS RD,,,,,T,
4853670828,HGZ3737,NY,PAS,2023-07-22T00:00:00.000,36,2DSD,DODGE,V,0,0,0,0,,0,0,0,,,1256A,QN,,,EB ASTORIA BLVD @ 11,0,1180,B,,YW,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,0TH ST,,,,,T,
5128222226,KDX9760,NY,PAS,2023-06-15T00:00:00.000,7,4DSD,AUDI,V,0,0,0,0,,0,0,0,,,0841A,QN,,,HOYT AVE (S/B) @ 31S,0,1111,D,,BL,2020,0,,FAILURE TO STOP AT RED LIGHT,T ST,,,,,T,
4852173813,JNR2965,NY,PAS,2023-07-17T00:00:00.000,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0453A,BK,,,WB OLD FULTON ST @ H,0,1180,B,,WH,2017,0,,PHTO SCHOOL ZN SPEED VIOLATION,ENRY ST,,,,,T,
4851658291,KZZ6964,NY,PAS,2023-07-11T00:00:00.000,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0143A,QN,,,EB HOLLIS AVE @ 217T,0,1180,B,,BK,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,H ST,,,,,T,
4852883026,KNZ3265,NY,OMS,2023-07-19T00:00:00.000,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1246P,BX,,,SB THROGS NECK EXPWY,0,1180,B,,BL,2022,0,,PHTO SCHOOL ZN SPEED VIOLATION,@ SCHLEY AVE,,,,,T,
4852968767,KVH7217,NY,PAS,2023-07-20T00:00:00.000,36,4DSD,NISSA,V,17770,40404,40404,0,,0,0,0,,,0927A,BK,,,EB AVE J @ E 39TH ST,0,1180,B,,WH,2020,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,,T,
9064810758,HME1822,NY,PAS,2023-07-19T00:00:00.000,31,SUBN,JEEP,T,27790,17750,17770,20241103,17,17,17,355231,T106,O,0423P,NY,F,71,Park Ave,0,408,L3,YYYYY,GY,2016,0,11,31-No Stand (Com. Mtr. Zone),,0800A,0600P,,,,
9062689206,KYN6711,NY,PAS,2023-07-21T00:00:00.000,21,4DSD,HYUND,T,17630,10210,10110,20240907,17,17,17,370807,T102,Q,1120A,NY,F,220,E 32nd St,0,408,D1,Y  Y,BK,2010,0,1,21-No Parking (street clean),,1000A,1130A,,,,
9068605756,GFT5174,NY,PAS,2023-07-19T00:00:00.000,70,SUBN,NISSA,T,0,0,0,20230616,40,40,40,371731,T201,O,0910A,BX,I,N,E 144th St,0,408,J3,YYYYYYY,WH,2005,0,40,70A-Reg. Sticker Expired (NYS),40ft W/of Grand Conc,,,,,,
9065948995,KZV8417,NY,PAS,2023-07-19T00:00:00.000,37,SUBN,TOYOT,T,37050,31190,13610,20241212,33,33,33,370736,T103,L,0425P,NY,O,562,W 164th St,0,408,H1,YYYYYY,BL,2009,0,,37-Expired Parking Meter,,0930A,0700P,,109217,,0411P
4853841209,KVE2162,NY,PAS,2023-07-25T00:00:00.000,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0612P,QN,,,SB 114TH ST @ 37TH A,0,1180,B,,WH,2018,0,,PHTO SCHOOL ZN SPEED VIOLATION,VE,,,,,T,
4852794900,KRZ8204,NY,PAS,2023-07-17T00:00:00.000,36,4DSD,ACURA,V,10210,40404,40404,0,,0,0,0,,,0442P,BK,,,SB 3RD AVE @ 31ST ST,0,1180,B,,RD,2021,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,,,T,
9065428331,JRZ9655,NY,PAS,2023-07-22T00:00:00.000,14,4DSD,AUDI,T,62200,33510,33540,20240515,100,100,100,370741,T402,G,0249P,Q,O,101-18,Shore Front Pky,0,408,C,YYYYYYY,GY,2016,0,,14-No Standing,,,,,,,
9062013016,HTH1970,NY,PAS,2023-07-05T00:00:00.000,71,SUBN,TOYOT,T,52120,26100,26130,20230813,40,40,40,361794,T201,G,0727A,BX,F,528,Morris Ave,0,408,J6,YYYYYYY,BL,2006,0,,71A-Insp Sticker Expired (NYS),,,,,,,
